AsOfDate,Io_Bonds,Europa_Bonds,Callisto_Bonds,Ganymede_Bonds,Io_Stocks,Europa_Stocks,Callisto_Stocks,Ganymede_Stocks,Europa_Io_FX,Callisto_Io_FX,Ganymede_Io_FX,Oil,Copper,Gold
1999-07-21,-0.0035713936551418682,7.890372268466774e-05,5.9718176960373736e-05,3.949905921951161e-07,0.008237607349695166,-0.0023638904966313185,0.00012649726269046383,0.002292982592388966,-0.0010995607481480943,-0.0003818048392469448,0.013745603505083909,0.0021496564318499306,-0.00235563191126514,-0.2875746105687911
1999-07-22,-0.003570738425656402,-6.152627007145108e-05,-5.984505765944718e-07,-1.9692461953299934e-07,0.008237609553510612,-0.0023538526987476123,0.00046534982508794495,0.0027566511762927483,-3.53836375465163e-05,-0.0004176936377324232,0.013328095599505917,0.002333106532965319,-0.002119797088718177,-0.2856175781828453
1999-07-23,-0.0035703891227028325,-1.5211722292636318e-05,-1.50511674731557e-05,-1.5206819995835193e-05,0.008222567819026423,-0.0023427717761719527,0.000704782818206122,0.0034604370038069706,0.00022722390561986022,-0.00019076251836067624,0.013137460244994195,0.002526506493243282,-0.0018032538411541627,-0.2835403186836994
1999-07-26,-0.0035701782820972677,7.854403885880284e-06,-6.6526189070497595e-06,-2.1808387942620487e-05,0.008200899846292629,-0.0023316435379545967,0.0008571531748118071,0.00431691723088954,0.00011535433981682906,-7.560251820914263e-05,0.013061952007824736,0.002721966136038804,-0.0014907855340560879,-0.2809590547375019
1999-07-27,-0.0035689749645749823,-1.374852997124051e-05,-1.664595411649561e-05,-3.7991592679421975e-05,0.008163997575707464,-0.0023225139266798934,0.001028730780988344,0.005341284483305932,5.31496019898882e-06,-7.150832128177359e-05,0.012991081341700817,0.0029188440718331326,-0.0012835410187582756,-0.27753380480157636
1999-07-28,-0.0035679897399982933,1.7521028957051218e-05,4.58316735361054e-06,-3.2803470008333716e-05,0.00813242858069378,-0.0023182900682936075,0.001152377114342414,0.006489547623918787,-4.858710981223647e-05,-0.0001212150494301672,0.01287052521328735,0.003121011482407142,-0.0009292851073577535,-0.27444869929777455
1999-07-29,-0.0035671925185762616,-9.626901097009569e-06,-1.338189139742534e-06,-3.341196906219281e-05,0.008100398051647334,-0.0023155369486780697,0.0012994833043826581,0.007785064544215469,-3.457303172167063e-05,-0.0001568371423413165,0.012714373897478847,0.003310999878155113,-0.0005686762598673927,-0.27147088449020307
1999-07-30,-0.0035665641935369273,-1.404686840954659e-05,-1.1614269638358634e-05,-4.415521251297622e-05,0.008057827061110731,-0.0023127488385561224,0.0013930780748550148,0.009174253592183308,5.5596232504089164e-05,-0.00010222465135866979,0.01261287479880667,0.003531156807651098,-0.00022080762204306487,-0.26878272924323643
1999-08-02,-0.0035660920994965276,7.891481470357161e-07,-6.9263325295663565e-06,-5.0055520132266855e-05,0.00800957647823534,-0.002304917023306906,0.0014688166074225569,0.010639146954397079,6.608971311601105e-05,-3.706808552518465e-05,0.012576576400931969,0.003735097246061623,0.0001396118141921639,-0.26622201489257263
1999-08-03,-0.0035657758890647703,-3.0485175270714585e-06,-5.991797294165103e-06,-5.4891096578779594e-05,0.007956692269211894,-0.0022948513707422326,0.0015580548909932628,0.012193266640662531,2.459405307739506e-05,-1.334655838870181e-05,0.012564047862705652,0.003922278998079002,0.0004273538379655744,-0.26347914219725854
1999-08-04,-0.003565611619560343,-1.1247773393494164e-05,-1.3029304359364221e-05,-6.658855010045174e-05,0.007892423013554048,-0.002287406588517855,0.0016811878583643837,0.0138703461710295,1.8330844596111083e-05,4.143837585930561e-06,0.012569087441724339,0.004101000864408526,0.0008349010871552797,-0.260835104054534
1999-08-05,-0.003565607014009484,8.381945246098957e-06,-2.8681805504818004e-07,-6.537247390357397e-05,0.007829697033182297,-0.0022758135237237673,0.0017354576789740128,0.015601615556243254,4.656467010255088e-05,4.9920340792192903e-05,0.012619964276744918,0.004310018250686151,0.001212569602659062,-0.2581855275130996
1999-08-06,-0.0035657094008516477,1.2861121694644998e-05,1.695274959321695e-05,-4.680419990648687e-05,0.007785793392897113,-0.0022674134400970333,0.0017748396334403853,0.01737229833126406,-6.175876582996466e-05,-1.2559600310730283e-05,0.0126084152605107,0.004503261896243185,0.0016969008361403316,-0.25530840054665965
1999-08-09,-0.0035659288433803117,-2.7755358907849436e-05,-6.256464633321796e-06,-5.125629993936159e-05,0.007737826329176487,-0.0022596127165111905,0.0018845681057585626,0.019252590644485378,-6.48285952402207e-05,-7.806577034211873e-05,0.012531429020154044,0.004658883813881251,0.002193149404846353,-0.2522951115726767
1999-08-10,-0.0035659562903051227,5.8019098098370276e-06,-5.4801728800561956e-08,-5.1141052115371884e-05,0.007687004380078116,-0.0022472271366854044,0.0019857400670045228,0.02123796440569064,-5.0135156180380884e-05,-0.00012825569121873435,0.012403267386398159,0.0047755467822978475,0.0027063288498993627,-0.24953966903204458
1999-08-11,-0.0035661098155737076,2.42998100636929e-07,1.985753003894642e-06,-4.834416949210928e-05,0.007640255350028606,-0.0022398170143271153,0.0020167006322625775,0.02325305556417099,-8.438199492958402e-05,-0.00021286424332334837,0.012190826939048481,0.004874933342870592,0.0032243544254591523,-0.2462294821580811
1999-08-12,-0.003566132901967005,1.3243775197435986e-06,3.5231375074313126e-06,-4.471921064823425e-05,0.007595751076549749,-0.002230862433737477,0.0019887181014980374,0.025241586228447577,-0.0001694593202217578,-0.00038234604987930456,0.011808533970052562,0.004942641468700867,0.0036174033492191613,-0.24260605837749022
1999-08-13,-0.0035663100809542048,-1.5094870136667337e-07,4.579067318470964e-06,-3.9508333864951515e-05,0.0075577497845044665,-0.0022172641700725984,0.001969026595152362,0.02720951901481068,-0.0001034482846305115,-0.00048590370252599445,0.011322965896019454,0.005010767173252926,0.0038933240892087663,-0.23869009887587186
1999-08-16,-0.0035663737667273273,-2.8438437094823893e-06,2.0529268701559215e-06,-3.7260048386366195e-05,0.007521074981827009,-0.002207964839564619,0.001965869902741487,0.029175062034367972,-9.188360690244714e-05,-0.00057782035375789,0.010745248954709293,0.005038820006886799,0.004027528644058465,-0.23465841647672905
1999-08-17,-0.003566447274138178,-4.9754637287316274e-08,2.298332067681762e-06,-3.47438626566593e-05,0.007487217610428778,-0.0021896263556841957,0.0019793346243860283,0.0311540408543281,9.326759427684515e-05,-0.0004845884189030229,0.01026077226331595,0.005082371953316287,0.004161317685444325,-0.23049419165724935
1999-08-18,-0.0035665507985707607,2.3599954178896824e-06,5.2213745099546776e-06,-2.908741408419672e-05,0.007460625063511143,-0.0021612525548777954,0.002015091575120962,0.03316852542129731,0.00029300963896104006,-0.00019162986771197594,0.010069336149803374,0.0051541176291235065,0.004414459940492555,-0.22607601922194157
1999-08-19,-0.0035666592189318547,-3.54713722008411e-05,-2.836077931234833e-05,-5.604328078587604e-05,0.00741575713957394,-0.0021328061482927085,0.002034132346035921,0.03520113399842988,0.00014504674678087246,-4.6684812217327414e-05,0.010023160638681604,0.005198754494111375,0.004541111140469333,-0.22152702231216265
1999-08-20,-0.003566996169892399,-3.887211187783456e-05,-6.0697166630770615e-05,-0.00011207972810994046,0.00737605435765143,-0.002106943982941374,0.002009191325921708,0.03720593389247261,0.00011015256796061312,6.324121983264976e-05,0.010087909651832217,0.005250594476226921,0.004739943525913352,-0.21676878668206473
1999-08-23,-0.003567145158131267,-2.5938248750039275e-05,-8.364279871868641e-05,-0.000193806160222934,0.007339710186688126,-0.002076602163403362,0.0019643263554833296,0.03916868043975118,-2.4115032938262065e-05,3.903763319297632e-05,0.010127450284985925,0.005310805740532703,0.004943473237250616,-0.2118197369876684
1999-08-24,-0.00356727501879298,-0.0008049044122964326,-0.0008824231596427419,-0.001072634191502769,0.007327915858955334,-0.0020537380413617155,0.0018997397396587129,0.04106606571228804,-3.1413080440385465e-05,7.576583201063914e-06,0.010135869096418332,0.0053680673418745155,0.005097783581786139,-0.20671565418739468
1999-08-25,-0.0035673170620388554,-0.0009092168274112154,-0.0017913027809691334,-0.0028637262716705142,0.0073239529132929975,-0.002028010318479293,0.0018174951107380968,0.04288341403354708,-7.686015928869052e-05,-6.92869068107229e-05,0.01006663285387491,0.00543575262931869,0.005348063383857162,-0.20136725910338607
1999-08-26,-0.0035673462411072777,-0.0006729867949139373,-0.0024637138413806207,-0.005327159302295656,0.007314453319263845,-0.0019972441132648975,0.0017828249170535088,0.044666059753585924,-0.00010799308138679714,-0.00017728247742076068,0.00988940929984135,0.005495436873300977,0.005594409444736589,-0.19577255119408676
1999-08-27,-0.003567362147679199,-0.0004526979522137623,-0.002915750963485889,-0.00824259978608306,0.007301290169540079,-0.00196573437768487,0.0017667165743448085,0.046432575409039376,-0.00010173525871198447,-0.00027902354290569413,0.009610442107048135,0.00557150381444943,0.005806513464025787,-0.1899657719704965
1999-08-30,-0.0035674290475416455,-0.0003438681884944107,-0.0032572037648983137,-0.011498680704699865,0.007288426560047909,-0.0019288815952007426,0.0017387457026981988,0.04817040420056621,-3.740649403767931e-05,-0.00031647091186525454,0.00929417872263926,0.005653268232907508,0.005995990775056159,-0.18396875702750473
1999-08-31,-0.003567534001613371,-0.00032396600929838706,-0.003578108778674469,-0.015075357074153767,0.007259173513339863,-0.0018919789761044456,0.0017074546038374082,0.049876803569286546,7.19987406631609e-05,-0.0002445241683475798,0.009049868138896631,0.005744014880533482,0.006155890911152191,-0.17781200395598679
1999-09-01,-0.003567830198321563,-0.00028730905132258656,-0.00385774270772258,-0.01892924138484286,0.007230264480686855,-0.001856811122278359,0.0017060665561891156,0.05158038135729656,8.602176947311761e-05,-0.00015862495370414686,0.008891692101668482,0.005842311745259557,0.006409539142821567,-0.1714007288920204
1999-09-02,-0.0035684448608354386,-2.380414101502332e-05,-0.0038660062142688253,-0.022786191112576244,0.007199620165095012,-0.0018174516255579935,0.001768308103421694,0.053343907497373666,-6.015107249958085e-05,-0.00021899486962812897,0.008673486876746085,0.00594037460845632,0.006762763467902949,-0.16463418687635686
1999-09-03,-0.003568917433921311,-0.0001689925615782052,-0.004017005385875272,-0.02679105776327496,0.0071725619087850846,-0.001781259927189118,0.0017793313215860645,0.05511945275062232,-5.057083899935627e-05,-0.00026970206793634603,0.008404382463297957,0.006039388979948897,0.007074717305453808,-0.15755645776453073
1999-09-06,-0.0035691191789313376,3.3810490661997174e-05,-0.003979871083678355,-0.03076868528473876,0.007161728870332462,-0.0017348010905788786,0.001824885742525389,0.056943098340358544,-0.00011639490666598812,-0.0003861569364124661,0.008018440794281432,0.006114247657975843,0.007339506448661537,-0.1502158153605614
1999-09-07,-0.0035694541878806833,-2.880999106196711e-06,-0.003968139866687338,-0.03456900519413043,0.007151587453997407,-0.0016799255021075156,0.00193673939476542,0.05887732205371985,7.223911867655076e-06,-0.00037902427414214876,0.007639789545971975,0.006177884820451469,0.0075846355779056384,-0.14262922906051212
1999-09-08,-0.0035706706016291625,-0.0015615974891446496,-0.005428872789534038,-0.03586359963367624,0.007172148178267532,-0.0016142807715864374,0.0019996637595976904,0.06086743476758622,0.00013573100584689354,-0.00024357035215718847,0.0073975724962332895,0.006182394014370539,0.007616870464395526,-0.13500575415751984
1999-09-09,-0.0035706917893089047,-0.0021152939234824787,-0.00754273731926852,-0.03666418508033479,0.007183331129108371,-0.0015406881166609972,0.002005078465079217,0.06287232735001261,2.95727678161445e-05,-0.00021400170322838957,0.007183595391915782,0.0061814760785778005,0.0075924497980547415,-0.12741319333645412
1999-09-10,-0.0035709624572583063,-0.00254007610605617,-0.009787513167137277,-0.03752578082974708,0.007200151865230101,-0.0014588885329275202,0.00199296767910692,0.06486242163419059,7.924732229367231e-05,-0.00013479998215706185,0.007049122662611117,0.006172461765811383,0.00761948708573513,-0.11979235354932953
1999-09-13,-0.0035716532447502805,-0.004500351666177637,-0.01114099783316287,-0.03844090735508166,0.007221699798907818,-0.0013647337619088942,0.0019658742111667254,0.06681989523452597,-2.157725838762153e-05,-0.0001564703907348951,0.006893490808393385,0.006153153629192822,0.0077888859639483965,-0.11200035779376977
1999-09-14,-0.0035728948081445765,-0.0068233288346410004,-0.012276543471825078,-0.03942763569323842,0.007243405295008405,-0.0012571293412971909,0.002059710770726879,0.06886180675427944,1.049453964214068e-05,-0.00014613571291897771,0.006748859192317839,0.006143164332617219,0.008027009549522802,-0.10396814576926298
1999-09-15,-0.003573239347091047,-0.00949313244087624,-0.013496015304255817,-0.0402140208397214,0.007263823226867792,-0.0011400856852800045,0.0021594226044439235,0.07101533802096908,3.831343311787316e-05,-0.00010787347851573019,0.006641402366059505,0.0061468026136976125,0.008371888402295951,-0.09559490114430479
1999-09-16,-0.0035739707859130977,-0.012008293115088881,-0.014727436196900971,-0.0411289385400762,0.007287904515210846,-0.0010107908643081347,0.0022591187503033985,0.07325915577961246,0.00010230067576917088,-5.672406733505791e-06,0.00663659484764225,0.006136125786439574,0.008790100283135888,-0.08680223735224482
1999-09-17,-0.0035749233586222966,-0.014481005843723478,-0.015986184963445355,-0.04192458545619549,0.007315518371270762,-0.0008689942192752017,0.002371128817362773,0.07560497138547413,8.654144497972144e-05,8.07439524961589e-05,0.00671841542321581,0.00610260994753684,0.009261260006247793,-0.0775379243884368
1999-09-20,-0.003575193874176741,-0.016818494517933665,-0.017172730652309984,-0.042750168312763896,0.007353503377476314,-0.0007113598352430139,0.0025046842107625603,0.07809945068537524,-6.4460005459543355e-06,7.42494763115469e-05,0.006792960150545869,0.0060341837108475885,0.009978124694207849,-0.06755893062148037
1999-09-21,-0.0035765217801640584,-0.019233962292630802,-0.018410161826138544,-0.04350605215264832,0.007363161434181665,-0.0005306092186423273,0.0025943677413023825,0.08058948478495565,-9.345833589901912e-05,-1.9365897721991696e-05,0.006774996442913168,0.005991151355098359,0.010434114703268103,-0.05712105435674639
1999-09-22,-0.0035765677516251615,-0.021584130715514314,-0.019929439629205542,-0.04434898636364715,0.007386505978421245,-0.00034208320708039306,0.0026408141597377647,0.08230447349470958,-8.070035586501013e-05,-0.00010007408853072675,0.006674970231486471,0.005967222808628435,0.010961975158258037,-0.0461589551406067
1999-09-23,-0.0035768870751615323,-0.024689687707590887,-0.0220197542979408,-0.04473061887320442,0.007326535424935885,-0.0001274866877973198,0.002607192407867834,0.08266553120240598,-1.545302501831137e-05,-0.00011556428933952889,0.006559718650594174,0.005980383976903983,0.009027643352739756,-0.0371308532269204
1999-09-24,-0.003577592542903707,-0.028033865459245536,-0.02455193593407416,-0.04455702493078055,0.007137763923955673,0.00010338677953673341,0.0027184892892108776,0.08273340224443979,0.0001433639733039155,2.7712042996630567e-05,0.006588084477461586,0.00599937659273723,0.004647057542777894,-0.03248347291715872
1999-09-27,-0.0035779864543906436,-0.031362005432943124,-0.026680925341464802,-0.04410966938567277,0.006971082895142479,0.00027584110809322245,0.0029973560309177064,0.08204630750455277,7.072372613970476e-05,9.838397439204049e-05,0.006686819452956164,0.0060015294194012345,0.0015180776680919837,-0.030965396790784385
1999-09-28,-0.0035792651128803586,-0.03375929372348563,-0.028112516365674647,-0.044001282672666835,0.006829728505773216,0.0004487440800058143,0.0034529845393004594,0.08148307214817202,5.3198433410197535e-06,0.00010354478390429904,0.0067914549934973804,0.005965987897749685,0.0005403895622118143,-0.0304253016782492
1999-09-29,-0.0035801678802122165,-0.03611143751082172,-0.02927575937131881,-0.04391058892927298,0.006691573709485407,0.0005932628675058874,0.004049668183196395,0.08117154745470796,-5.0662521399017024e-05,5.275988954098883e-05,0.006844936832095844,0.005914685546623821,0.0002996753038266718,-0.0301259776883341
1999-09-30,-0.0035809371236953723,-0.038463578689855664,-0.030426754720801384,-0.04353068789108734,0.006555679070988763,0.0007517037744939804,0.004803488803652398,0.08067588754313071,-0.000146265322014836,-9.36178380801156e-05,0.0067518982976873905,0.005853738380972484,0.00022104524413503715,-0.029905356183508782
1999-10-01,-0.0035815578134510773,-0.04056233111345009,-0.031393684111724766,-0.0433142238055037,0.006398231353665954,0.0009069101132988194,0.005711576734658932,0.08034482151260404,-0.00011201959979832665,-0.00020573236398477036,0.006546609170911244,0.005796170001239906,0.00019852409786055928,-0.029707285720465784
1999-10-04,-0.003582149485544694,-0.042631885911868034,-0.03231448254531552,-0.04306994425936198,0.0062377555207980395,0.0010202422823082787,0.006732550638827514,0.07989590799654202,-7.607402380478523e-05,-0.0002819086958549663,0.00626509700033123,0.0057293625629089425,0.0001085147021628084,-0.029599308428818596
1999-10-05,-0.0035826116581278663,-0.04451246096424541,-0.03318687430005868,-0.04265134499760388,0.006058333150260687,0.001140379274365664,0.007873272871917131,0.07937312996505494,6.009699524370717e-05,-0.0002219037950774706,0.00604348113984782,0.0056769660571828265,9.444199328018411e-05,-0.02950536056939336
1999-10-06,-0.0035830259528810563,-0.046373016736254456,-0.034123764863018755,-0.04229408125856679,0.005877985173523393,0.0012273979950941868,0.009100794120313772,0.078820168949569,5.985870219386352e-05,-0.00016214357017491803,0.005881570210180505,0.005621640417385941,0.00010010504219592199,-0.02940577664438977
1999-10-07,-0.0035833647286706675,-0.04815626285839878,-0.03493193261609442,-0.042070813185289824,0.005705064316234993,0.001277673826949701,0.010378422350769,0.07816584268862715,-9.293621284401416e-05,-0.000255175322727247,0.00562656447492996,0.005568802987194174,9.526852123163249e-05,-0.029311009888357435
1999-10-08,-0.0035835801035136172,-0.049765171790946305,-0.03566061358639731,-0.04181706234875621,0.0055246139698188635,0.001357998945827562,0.011736283905657025,0.0774133596478365,-0.00014805750265089416,-0.00040330695797126154,0.0052233536722042185,0.005521218807406647,0.0001624918436931935,-0.0291488953433637
1999-10-11,-0.0035837465984833333,-0.051373639951944564,-0.03642073277518905,-0.04160675629229902,0.005356152734230967,0.0013973110764996482,0.013133360413134478,0.07667971138707524,-7.03424034090126e-05,-0.0004737185551089389,0.004749700346511188,0.005467331169831688,5.8633526787295344e-05,-0.029090594810420256
1999-10-12,-0.003583853521896703,-0.05274669153030801,-0.037140626799752274,-0.04156526052414834,0.005196383195921899,0.00136883869893879,0.014501898221789458,0.0760152537501145,-7.918945027973876e-05,-0.0005529618630674333,0.004196774684160749,0.005420026553759783,-3.3609164365832525e-05,-0.02912444061132272
1999-10-13,-0.0035842574620630094,-0.0540597950234276,-0.03777588311922187,-0.04157206924750542,0.005032783289826576,0.0013744541540071436,0.015873755635884362,0.07530112438011159,-2.9931186732618312e-05,-0.0005830928316961618,0.0036138068811165797,0.005366835453478258,-8.160259893539432e-06,-0.02913358696656555
1999-10-14,-0.0035848215912998695,-0.055341657028670055,-0.03859360956979795,-0.04162771412729504,0.004844577678851897,0.0013649992766015951,0.01718722472348859,0.07466495248829219,2.0564031066710736e-05,-0.0005628168175217874,0.0030511443499000638,0.005327583058772488,-5.317594814739285e-05,-0.029188272669954014
1999-10-15,-0.0035854018970420246,-0.056351596036867214,-0.039250038230358185,-0.04200965864605843,0.004715558817840061,0.0015015091251543873,0.01711906098390058,0.07427796563823176,-0.00021596281167061347,-0.0007790672729380525,0.002272225238218703,0.0052941226132169495,-0.00013200624493925486,-0.02932192369136794
1999-10-18,-0.0035855721096530453,-0.05735806481870868,-0.0400063621034339,-0.042483233020622985,0.004602827257782889,0.0016658139678943798,0.0168000666227334,0.07393837003950982,-6.523487398143673e-05,-0.0008443859542887328,0.0014278807315736602,0.005270892007322212,-0.00018564277376931264,-0.029508064179266685
1999-10-19,-0.0035862123245487608,-0.05836311419215656,-0.04078991563750904,-0.042746253940398375,0.004491068375707734,0.0018786737567262313,0.016537017579676044,0.07356259974475715,9.283239730713583e-06,-0.0008353719229823179,0.0005926672584449519,0.0052313743685387035,-0.00014460895756441828,-0.029654583042640098
1999-10-20,-0.003587465901847311,-0.05923958763981523,-0.04159927915863248,-0.04300429246044702,0.0043619695658860995,0.0021444680029684216,0.016368711677932093,0.0733174065923546,0.000301507976737098,-0.0005343434556834947,5.863692659582961e-05,0.005175336364222485,-9.011019868836629e-05,-0.029748579623311063
1999-10-21,-0.003587866376561632,-0.05968607133550336,-0.04221752516345788,-0.04328733538887738,0.004241514513920234,0.002371522775833259,0.016220727751739612,0.07319121943008343,0.0004282781631776735,-0.00010620637836467158,-4.746641028831028e-05,0.005118105041356964,3.583648682028697e-05,-0.029714105067159366
1999-10-22,-0.0035880723714855137,-0.05989104130306631,-0.04276799550621529,-0.04369417888331043,0.0041441884276473455,0.002469688464342657,0.015925769707304308,0.07317614415005266,0.00011501660731053743,8.74149148115286e-06,-3.867482752242083e-05,0.0050768054764461215,-1.940362449994039e-05,-0.02973427579451764
1999-10-25,-0.0035883503258913115,-0.059950624334079876,-0.04328451170081017,-0.04389577770547503,0.004048313808373893,0.0026036030595558363,0.015756881724512308,0.07295226421763466,-1.620959467001214e-05,-7.5546821588362245e-06,-4.616310628734726e-05,0.005028495923184764,6.897550222710677e-05,-0.02966645934790249
1999-10-26,-0.0035894538052564182,-0.059655863388730086,-0.04380124892825302,-0.04400431158471318,0.003940499675631018,0.0027886202878955393,0.015596723631523948,0.07275346811742177,1.535131595041725e-05,7.473934819831955e-06,-3.842901214289056e-05,0.004984168373138607,0.00013563150051630206,-0.029536053438521462
1999-10-27,-0.0035896333501783916,-0.059784189965244657,-0.0443354721941553,-0.04406173060830667,0.0038275703429689564,0.002931121460763876,0.015428285370241884,0.07250921366313644,-1.533618405400442e-05,-7.920232323083515e-06,-4.6308311638471753e-05,0.004937135428047259,5.0156551387491606e-05,-0.029486868133916593
1999-10-28,-0.0035912361823848583,-0.05976817215820426,-0.04475379792423247,-0.04422914787974486,0.0037287214927804978,0.0030193293673832994,0.015203121621659722,0.07239919832651298,3.415254719775778e-05,2.583847191578405e-05,-2.006915911953342e-05,0.00491184849053675,1.791283935284539e-05,-0.029479215758789205
1999-10-29,-0.003591854331802775,-0.05994555844782056,-0.045100365571179434,-0.044340803796845234,0.0036569847662722764,0.003093344620078388,0.01500300504678324,0.07213394177900301,-1.9039360244509508e-05,6.639683604539125e-06,-1.3286074326695814e-05,0.004896747750816216,-3.4817038116545104e-06,-0.029487162741187987
1999-11-01,-0.003592418262338735,-0.06007887478852542,-0.04541878937158423,-0.044380037159058916,0.003586071669328794,0.003135032797238882,0.014882318771404593,0.07204163777896855,-3.880459243533927e-06,2.619645031902821e-06,-1.0538964184734855e-05,0.004884680330198326,9.777167819380276e-06,-0.029481984970480907
1999-11-02,-0.003592513281437752,-0.060330613844199896,-0.04579676158067509,-0.04445240049113312,0.0035055710820441066,0.0031664519169268897,0.014750759082065521,0.07191585241162479,-4.106684205207732e-06,-1.5133432095139674e-06,-1.2032322820079078e-05,0.004872401108828054,5.912257890362694e-05,-0.029423813566287323
1999-11-03,-0.0035940152269893183,-0.06048979224727804,-0.04615444681634566,-0.04439190855839914,0.003406051733861738,0.003244233634774317,0.014579921926535535,0.07179170685356305,5.053337544124113e-06,3.240581818199945e-06,-8.454122313493387e-06,0.004860446812957469,0.00011665656498624513,-0.02933264509494548
1999-11-04,-0.0035953818454220127,-0.06065898967269426,-0.04642639275079928,-0.04439635966121629,0.0033207389907210765,0.0032857603039473703,0.014426220807837254,0.07168446442447678,1.5495545519816196e-05,1.8478939023426306e-05,1.0327533132646477e-05,0.004867750935932474,0.00016431693075607827,-0.029218489007459682
1999-11-05,-0.0035971294859186032,-0.06082927169517006,-0.046638522109946755,-0.04440070489072253,0.0032297815669022,0.003329462269944104,0.014306358450584459,0.07150732934865905,-2.3280821062447077e-05,-5.10145693252715e-06,5.624081284899021e-06,0.004869726999217687,0.0003090656660588851,-0.02910939418328871
1999-11-08,-0.003597997701524532,-0.06098107593549692,-0.04675518392350157,-0.04431051392476579,0.003118198217407554,0.0033936059901319426,0.014238291396843527,0.07148369932618989,-6.868995979303083e-06,-1.2109780864519938e-05,-6.282126371208986e-06,0.00486174675269826,0.0006699954075241811,-0.029041236634082424
1999-11-09,-0.003598030616516464,-0.06105453763330212,-0.04685690030824865,-0.044105978842280735,0.0030191834840781755,0.003504092467126794,0.014134227383538533,0.07132685882373016,-4.622470973152464e-06,-1.6736997075508357e-05,-2.301080832800319e-05,0.004838675177622363,0.0013632388869416537,-0.029006244109585383
1999-11-10,-0.0035988122986571804,-0.06088217005101373,-0.046950996206880695,-0.044017594805840325,0.002910685070843951,0.0035917624619435395,0.014081359990297198,0.07119748424524938,1.1034191797981402e-05,-5.791976449593607e-06,-2.8589131474393418e-05,0.004808759322187997,0.002178149558516694,-0.02896786779607528
1999-11-11,-0.0035996951807380695,-0.06070944548239834,-0.0469577783413457,-0.0438462687319959,0.0028377998885530183,0.003616784928992758,0.01405753622479828,0.07115248597305832,3.028309471070009e-05,2.4421058350825242e-05,-3.915750208150346e-06,0.004803421933723796,0.0027672286235442814,-0.028907144287447367
1999-11-12,-0.003600510868417395,-0.0605588265198799,-0.046991164098834214,-0.04361068916227153,0.002779555772665929,0.003636415593116158,0.014050583558904269,0.07102000271470404,-2.567156651232815e-05,-1.295527795533887e-06,-4.9685768590745425e-06,0.004797171518074855,0.003322468093410377,-0.028847082710649577
1999-11-15,-0.0036012941482670064,-0.06043337110464164,-0.047017516604134585,-0.04319097619393203,0.0027150893418505426,0.003684597545520426,0.014008970887041743,0.07090288795777192,-1.3885920316038503e-06,-2.715463220271913e-06,-7.43937253859896e-06,0.004788560351653962,0.0038208715875753868,-0.028753327936981654
1999-11-16,-0.003602018040481135,-0.060246826967537775,-0.04698771455649587,-0.0427491553524576,0.002658910486745244,0.0037160925072406304,0.013997839945755385,0.07079733300734649,3.9119474489278114e-07,-2.344816093319483e-06,-9.549580634300956e-06,0.004777984811201181,0.004450428436300324,-0.028660436227225142
1999-11-17,-0.0036026867413630676,-0.0600953801343825,-0.046949026733664814,-0.042281137469721834,0.0026172131779321085,0.0037460211805234547,0.01398339124375218,0.0706433380480094,-3.0747934434571587e-06,-5.434408811457855e-06,-1.4759967605891045e-05,0.004762335894144659,0.005043565948720635,-0.028562913468490766
1999-11-18,-0.0036033491337484507,-0.05999110723914339,-0.046913377734056426,-0.04199728307709888,0.0025773431718005523,0.003751401583024908,0.013973748984446612,0.0705912410608726,7.0153984087583934e-06,1.567904389356759e-06,-1.2966541532745466e-05,0.0047485138260139025,0.005482045585025002,-0.02850407997888568
1999-11-19,-0.00360409264095971,-0.059848507661835526,-0.04688797500607889,-0.04178018063107354,0.0025408014954785567,0.003741766732775389,0.013959962197674546,0.0704860506066598,4.204694777285274e-06,5.757400019051459e-06,-6.9502156369184e-06,0.004740639281896463,0.005910106462522285,-0.028449201586970174
1999-11-22,-0.0036051017281249313,-0.05972528514420699,-0.04685649112802537,-0.04164139183990664,0.0025140655760798295,0.003730111914761061,0.013967982111565556,0.07044147638289694,-1.2158526333673071e-05,-6.4275025756118665e-06,-1.3032653227118798e-05,0.004726378682974507,0.006316967331589744,-0.02841284593251479
1999-11-23,-0.0036063052613968896,-0.05959425205252411,-0.04684626678511961,-0.041442071183552524,0.0024742234066349312,0.0037271158939736937,0.013923457730134202,0.07032836210909969,1.8868080319861946e-06,-4.576557476630719e-06,-1.7207849032877054e-05,0.004707760891686066,0.006718885504896295,-0.028375385388686836
1999-11-24,-0.0036076348186314154,-0.05944023113252063,-0.046829639689475386,-0.0411479717318615,0.002434872746706571,0.0037296985630199337,0.013876614439574074,0.07011019564126057,8.973582788514964e-06,4.349383436331034e-06,-1.2425433923347123e-05,0.004693821625800781,0.00721709276672551,-0.02830300274175835
1999-11-25,-0.003609095467596835,-0.059236342580080786,-0.04681035952116234,-0.04085732773230555,0.0023830711223015184,0.003725929867123478,0.013830864962658508,0.06994476775616941,-9.89668952977624e-06,-5.60932166206414e-06,-1.7566849334287194e-05,0.0046746303890563045,0.007726007476713016,-0.02823946844034425
