AsOfDate,Io_Bonds,Europa_Bonds,Callisto_Bonds,Ganymede_Bonds,Io_Stocks,Europa_Stocks,Callisto_Stocks,Ganymede_Stocks,Europa_Io_FX,Callisto_Io_FX,Ganymede_Io_FX,Oil,Copper,Gold
1996-05-27,0.20999641616476314,4.538128348520633,0.12097416493459508,9.675382060062937,5.877898081521327,0.6953875852302349,4.525137077232692,-0.05711356330731808,5.5138051331538165,5.479032010891951,-0.01112717173733686,1.5199461057318897,4.795921297135292,4.514837130679779
1996-05-28,0.20999615406752933,4.6487869780650835,0.12713081738916074,9.802506955841492,5.981396489298327,0.6983729978727471,4.721214777120534,-0.054639462146730336,5.459163387696077,5.497391911130286,-0.009402190681362336,1.5105441458200104,4.789413482377977,4.6093428187797105
1996-05-29,0.20999600108526081,4.740850132344918,0.12095127906509394,9.923453476765136,6.085713187235451,0.6983379973482425,4.9044437781669945,-0.05603831969224266,5.403123742336146,5.50053601406418,-0.008349616251632951,1.5021946594244175,4.783966323450819,4.70087564855687
1996-05-30,0.2099958718238398,4.834677577986189,0.11448445671645535,10.037932612459857,6.157632670978796,0.6985702003371106,5.088088644636715,-0.0517174598097356,5.351405126281903,5.504575406854428,-0.007880828863097447,1.4943139484359715,4.782773324385091,4.774078223361767
1996-05-31,0.2099957749180524,4.910915768676504,0.11105069903740807,10.148978045233978,6.243164315761955,0.6936153224115086,5.2363519257240725,-0.05527091615412887,5.296133311215492,5.509527976095911,-0.0053683732603966115,1.4889456704576103,4.7770927088432,4.849354767198023
1996-06-03,0.20999567431708496,4.976320592182206,0.1177424169223771,10.266713409425432,6.329443412057975,0.6911377730113591,5.405777247547677,-0.048844832823331054,5.247287523544616,5.526888361086691,-0.004211376162457147,1.4847343999990608,4.771544626204633,4.923939683625604
1996-06-04,0.2099954452254018,5.050051177637149,0.12607055908857745,10.392758772301637,6.422812740006627,0.6857615817158795,5.573729579526463,-0.05350407269433359,5.193781219360132,5.545479859691745,-0.0049765892147493555,1.4797580683635274,4.762316799007888,5.003548272065553
1996-06-05,0.20999406517942637,5.129197038950271,0.12938831695838265,10.521476178001876,6.503014662171856,0.6839286023193257,5.728734835922588,-0.0525042021366095,5.1412631959249095,5.564776500421625,-0.006777623537195245,1.4729821245854162,4.7438314818822,5.076989313032325
1996-06-06,0.20999333948414325,5.193535837462951,0.1558455413765786,10.63438591930431,6.584777931125667,0.6784307779610447,5.859927240585808,-0.05367774422474704,5.087578126918156,5.593781543150564,-0.004430357164095715,1.4685526931049613,4.685349374140792,5.15077082857592
1996-06-07,0.20999301781140042,5.264112306211648,0.2624869018420736,10.737442570964049,6.676060462478014,0.6752779610793012,5.986657060702084,-0.05840800042410699,5.029166972274337,5.634257882227053,-0.0033089210948835037,1.4652441714023021,4.636979573714493,5.232722729135813
1996-06-10,0.20999284046366198,5.320068436696601,0.3698514944540831,10.84400962651083,6.780511542119357,0.6718211873722022,6.142686291023061,-0.07057024367850386,4.95859505697417,5.659211118593806,-0.003857599661393252,1.4613867834654695,4.60564267262811,5.320728398731113
1996-06-11,0.20999276352128846,5.358177777541199,0.4982491603953818,10.932637038554645,6.8875954815019815,0.6701403895677577,6.33441814479111,-0.07420299004027858,4.884391385105941,5.682319823583354,-0.004301048259333224,1.4570858242911982,4.583451983175808,5.410279699560116
1996-06-12,0.20999272462279012,5.391059075146837,0.6431297724341206,10.964257207010375,6.9826337424210285,0.6657549106494872,6.550441801005285,-0.07538486332826914,4.809006205349254,5.717327171630345,-0.003594143867991169,1.4534917235879834,4.525320429337268,5.48885527504624
1996-06-13,0.20999268902349982,5.416471191787937,0.7821227898911141,11.012192418119964,7.074507981419957,0.666356533797249,6.7289490730619335,-0.06773521496416235,4.741270719677848,5.746075021646218,-0.0040327675629269555,1.44945899435747,4.4873230798880925,5.561542876079679
1996-06-14,0.20999267577385478,5.40291648543422,0.8983520179716267,11.046407147519831,7.171782606143252,0.6647588664562489,6.883981866416023,-0.05780301020355073,4.68346761340486,5.76463601173088,-0.004079636040272128,1.4453793722471169,4.443837716596035,5.630670830548413
1996-06-17,0.2099926575841456,5.370605984900681,1.0065749860249733,11.074518058163335,7.28336595248053,0.6589473520556338,7.021973179485922,-0.05716398863360645,4.626303497921926,5.797323404832111,-0.004473864475158841,1.440905526566314,4.344503345958115,5.70444229693843
1996-06-18,0.20999262429584814,5.350133641863429,1.1284243445035065,11.118108956439293,7.3923995595731515,0.654583015985599,7.186679155695963,-0.05344174349701698,4.572861532971241,5.842690938983181,-0.008764224504773365,1.4321413351299328,4.2542615176263325,5.778978108898649
1996-06-19,0.20999256967232582,5.324207670696121,1.2040582502877966,11.158476467015706,7.475825932735912,0.6510180029081686,7.28267793835654,-0.042692279706606856,4.530168895048647,5.871768837806317,-0.006659226057893794,1.4254821637907649,4.164179123108187,5.83281220561499
1996-06-20,0.20999251915492997,5.2661426394794635,1.3119106926694641,11.174818538075714,7.575235703713339,0.646246687225926,7.403530217829445,-0.04334767208824645,4.486820892566098,5.899020535452018,-0.005798396095925218,1.4196838185969007,4.091195184765667,5.893696674829275
1996-06-21,0.20999247637509733,5.217524683378007,1.4443075723799088,11.168239986174397,7.672130879282115,0.6409316475890448,7.569500621723405,-0.039991132954762434,4.446829479367159,5.924031517230631,-0.005551747802966227,1.4141321136383378,4.008339926000427,5.957217977582469
1996-06-24,0.20999241390302972,5.157668637809165,1.5432992595379225,11.149033302155475,7.76669346066988,0.633558498827329,7.6710270887895415,-0.042122353566250825,4.404706712226867,5.944958520310031,-0.005545680716472596,1.4085864950427036,3.9050454076297476,6.009830955561624
1996-06-25,0.20999233301496498,5.076367308665365,1.6562966904742347,11.106500804631542,7.870250408439047,0.6237101259307595,7.750426695929804,-0.043980580764558866,4.36072559584341,5.975817544869973,-0.005784696146148278,1.4028018789907906,3.8026653976589495,6.063629811574012
1996-06-26,0.20999214826494475,5.030417338596771,1.769273911261646,11.080394424382376,7.963974656723165,0.6145162973036079,7.819880456769447,-0.04627412167834027,4.314450264479607,6.0111964717905595,-0.0052771321007713265,1.3975249288639324,3.678432084555584,6.114837194247389
1996-06-27,0.20999183143299474,5.026240402086484,1.9200596594424653,11.044983904415968,8.064945263380558,0.6067891121753264,7.9389853878621,-0.04320341598782169,4.271244787861869,6.043126073706761,-0.00708806750271352,1.3904371735103458,3.5827503333084465,6.174395368930433
1996-06-28,0.20999142773812865,5.063653248184954,2.1178548539065063,10.972047732181005,8.184292414701815,0.6019609954430171,8.082361454930393,-0.04243074166786991,4.228811471010014,6.093523481373567,-0.009083512166708805,1.3813540655181045,3.50709911193526,6.248059753350943
1996-07-01,0.2099896053699192,5.081477317768134,2.3143619364698247,10.94063164378733,8.301441336322469,0.5999300552516534,8.196151608828927,-0.0416148283868318,4.187184953348883,6.1376275205001924,-0.009753452195458935,1.37160245231726,3.4400182061853055,6.321621899428561
1996-07-02,0.20998873955998354,5.0902555929653,2.5183919488564603,10.905935000905208,8.433569595038707,0.5961782173957767,8.309790675753536,-0.04208515459681111,4.145094273453583,6.1924699056783234,-0.012324650167664779,1.3592786717732326,3.368471752276662,6.400793254725062
1996-07-03,0.20998553798520952,5.105424680934858,2.7538760439461614,10.87773326483897,8.55403130354189,0.5970477672810284,8.410006153364677,-0.03691368672008514,4.108160336286205,6.257141235128525,-0.010800935096100627,1.348481044747969,3.2966544228136163,6.472668102456616
1996-07-04,0.2099823199936826,5.129814902146986,2.9362227988262264,10.861737047673687,8.69268092035674,0.5947371269246265,8.461879288722884,-0.03561747724183323,4.072522315617737,6.311844375771101,-0.010163538928742612,1.3383209292984084,3.224024389485581,6.52171190084336
1996-07-05,0.20997891742867855,5.179792561091821,3.1551417374749495,10.8356434904108,8.835554642525759,0.5948766735048531,8.603996698949048,-0.03014806075527819,4.042352435069068,6.374841418989298,-0.010358629094223925,1.3279660006436154,3.158171928362841,6.566204323394708
1996-07-08,0.20997575726202727,5.26917412054548,3.4474201477950523,10.771663910348895,8.956492352331523,0.5990352574729432,8.788315791606063,-0.0335607822955851,4.008771197207939,6.431953390503877,-0.007613771359046,1.320355760323091,3.0881979408443025,6.61044488444042
1996-07-09,0.20997555608178814,5.367254849335379,3.7092740493242946,10.705259821844106,9.093577442229368,0.603983380391221,8.94042857959759,-0.035631741280481605,3.9731381659998886,6.4806605459837385,-0.006339979748706431,1.3140160140337787,3.028957438978411,6.651961109500863
1996-07-10,0.20997544639412166,5.456092280524172,3.9532982124496474,10.65405181569448,9.245216746752801,0.60878886600295,9.115346029251103,-0.03586491768228729,3.937272509938697,6.525306515203954,-0.006920165982189004,1.3070959777023257,2.9740661444464194,6.689112012332345
1996-07-11,0.20997430897282843,5.510385712944044,4.175237723285035,10.613942707633196,9.402006762627865,0.6119026530272529,9.252832955596793,-0.03976992056528494,3.8974948445966544,6.565388237166193,-0.00783683182402157,1.2992605263073151,2.9172481268480697,6.7150653674606415
1996-07-12,0.20997405229446164,5.546200933064034,4.420356456761405,10.578144655645387,9.516044179010784,0.615177449782259,9.37339794230878,-0.039497103664007854,3.857995923372272,6.593609829823164,-0.006488020177528122,1.292772836347001,2.8460515437654084,6.741673776026518
1996-07-15,0.20997378809403078,5.62220550490637,4.714092118686624,10.4913752117297,9.639594985115076,0.6173508809031555,9.49950028375672,-0.04631575870577955,3.8116782907618374,6.619727235749802,-0.005662087192471889,1.2871111102129955,2.780758964410985,6.795227032286396
1996-07-16,0.20997354904178278,5.719211146451003,4.9814562153219,10.444344443109365,9.68133200275126,0.6278837063040087,9.54875538797442,-0.0532048654414565,3.7584717932125815,6.637741958858812,-0.005693700263807149,1.2814177617662634,2.6986488002940994,6.848065497951435
1996-07-17,0.20997141020728563,5.839466695000837,5.137642301057959,10.407559256067943,9.698749815435859,0.6350843865776813,9.53684580272069,-0.035786410645799877,3.7226696131909893,6.644911804665731,-0.004324834663936161,1.2770965811927506,2.6198268985515334,6.882543994369748
1996-07-18,0.20997116879107014,5.9828881309953195,5.220290804537572,10.375434908572815,9.70981640633792,0.6404679519614427,9.568152509323708,-0.033295514058403454,3.6893723014093744,6.629132172792644,-0.00334697062241125,1.2737500680352352,2.5484541232429128,6.907762092375325
1996-07-19,0.20997013810702733,6.139440579537747,5.338442343681858,10.336765409488251,9.768699963603066,0.6472982960762295,9.598926434455505,-0.03149450244698879,3.6578699869461055,6.623146152162154,-0.005113348887489333,1.2686387844652256,2.484184518075728,6.941588621374671
1996-07-22,0.20996886781407592,6.302708885566375,5.419626341883362,10.340268688656721,9.746615667060997,0.658384621232737,9.639949404036658,-0.033147761583541886,3.624712550896045,6.596500667854316,-0.0036392906304990973,1.2650022452324035,2.419192873252353,6.967260651606517
1996-07-23,0.20996525983275358,6.492326886963347,5.6078374476215,10.350122346447455,9.678420544907265,0.6673063343712048,9.612306101902181,-0.03578673030189706,3.5888980455954993,6.572273429173337,-0.0019199056707893867,1.2630908617908208,2.3566031118064346,7.002583627684157
1996-07-24,0.20996170215990922,6.69946985399242,5.834519916720018,10.380823868185422,9.562529564494284,0.6763660378283475,9.623909644933402,-0.04398039193536705,3.5448891531623907,6.538695795432501,-0.0008498796631403353,1.262250512180676,2.2981282532547533,7.056770333804319
1996-07-25,0.20996129965368254,6.90925958387519,6.085131711334455,10.417644173782328,9.46201231549264,0.6829435002891511,9.601922311085326,-0.04974857425707987,3.495137348682107,6.5045733431349175,-0.0004743233446288032,1.2617774076438808,2.243402248493353,7.104382808648848
1996-07-26,0.2099612166586482,7.119208374542478,6.326406631255479,10.461237110009096,9.356911127588567,0.6908624224631785,9.598509059410608,-0.04738502547889163,3.447751681433205,6.484094879389127,0.0002764781196753119,1.2620541728550032,2.198506735855204,7.133479787562748
1996-07-29,0.20996097264923755,7.329148511008828,6.554899941203959,10.499921265254327,9.302087757874569,0.6993550114111332,9.623536842181421,-0.04720067284547623,3.4005491177497413,6.456621287226699,0.00029604814407833356,1.2623512495695788,2.151856552461155,7.1476542617714625
1996-07-30,0.20996068943273913,7.539097300510429,6.822722805876361,10.532037442159764,9.19911991908214,0.7136322672769589,9.662420518134553,-0.04666425598233196,3.3538829613332033,6.435792995408105,0.000439684006849373,1.2627919714937472,2.099005253501047,7.126899952899567
1996-07-31,0.20995842009840845,7.748977158132065,7.087134072331108,10.537568922148605,9.143201144871526,0.7262512124287981,9.692353256107994,-0.04465317764778706,3.3092118884011605,6.414992508126943,-0.0001819149820160543,1.2626398475986431,2.049586811705688,7.124237321174799
1996-08-01,0.209958356623625,7.958933846951207,7.29652456793881,10.538441974597289,9.094323262949798,0.7398600798641789,9.73628297366636,-0.040362672054420894,3.2688487180305548,6.396738093144027,-0.0007274324750493099,1.2619134761335205,2.0059818157721274,7.121361525516592
1996-08-02,0.20995386678532288,8.16878551056906,7.588607984131712,10.504008415223899,9.093885086107113,0.7551735116558147,9.828215898364038,-0.041797565528108614,3.2270156459663673,6.384807800058236,-0.0013250441568603405,1.2607955340776746,1.9662036802048106,7.142297857164901
1996-08-05,0.20994985288024093,8.37865594677234,7.868498203924753,10.493008960107082,9.115424229232643,0.7678281108622913,9.948096567302795,-0.04500459414214453,3.1819798638490497,6.365096440462136,-0.00349486381807521,1.2579096894089343,1.9297924512272497,7.136833286396702
1996-08-06,0.20994681137465326,8.588549885650556,8.133271643595648,10.503966929405514,9.11940343946329,0.781886435203496,10.047132201135792,-0.04040206158764638,3.1415539990724577,6.345184935770144,-0.006188730856281731,1.2559479712673667,1.8904572525302392,7.119177099971546
1996-08-07,0.20994679486358492,8.798496416746703,8.42180802653594,10.51603171072103,9.127793505538396,0.7947053832400282,10.136159516957367,-0.04289918782941638,3.0986546774468215,6.312618873107361,-0.013311882534956786,1.2551178374020826,1.8555619227405626,7.09732000492362
1996-08-08,0.20994618905194956,9.008432953272782,8.79041847911662,10.543005893003164,9.133946906880201,0.8076038498431712,10.297143380848015,-0.044768398688827225,3.0538812106035262,6.287711878627098,-0.021013417998998453,1.2545532534946062,1.8228955507613067,7.075228938161052
1996-08-09,0.20994604501955635,9.21837657814538,8.998968279211432,10.589557051405857,9.130344460124396,0.8257225244258621,10.405556884604755,-0.040761993964907234,3.013118003950879,6.274118447257306,-0.028214964922510258,1.2528917544928144,1.7898540711121294,7.043319350835317
1996-08-12,0.20994310520233317,9.428264885556953,9.214483519457328,10.61499696876594,9.120669068264307,0.8367329361690569,10.507294191936156,-0.03948931878419109,2.9736043154233682,6.257486474001815,-0.0369696606409791,1.2518515029277042,1.7566244377065512,7.02010277168154
1996-08-13,0.2099421549494413,9.63818745351914,9.37579702835485,10.649629823710022,9.122456283343432,0.8494982252961348,10.573047391408155,-0.03876561907270957,2.934831414971578,6.246544297746971,-0.04486543035253216,1.2485634176914973,1.7236960117275262,7.000562490429343
1996-08-14,0.20994181246015473,9.848123898492675,9.623647681573127,10.694545393612286,9.131179709664943,0.8651694461910596,10.66570651223249,-0.04195822253735438,2.8928708555122045,6.22796509318631,-0.05403051383145965,1.246314544444668,1.6884664999583188,6.983856899759568
1996-08-15,0.20994115521802037,10.05805285255428,9.93675166219641,10.740396427103196,9.135839859113611,0.8834671645305348,10.788944821743168,-0.04703229682327944,2.845834123627878,6.208464899455112,-0.06265324850628463,1.2464329503884979,1.6558182619881843,6.962941839963385
1996-08-16,0.209938567509586,10.267932849058194,10.179560790215904,10.796803943621375,9.157959591379004,0.9007581603604982,10.870466730864852,-0.04862284424521525,2.7971953407393055,6.188003497029531,-0.0712502220411468,1.2471215355125447,1.6228327617280127,6.946144438347999
1996-08-19,0.20993271593041127,10.477626163841686,10.496900074747076,10.836946134230104,9.186886880881461,0.9248446870093682,10.992603079555211,-0.05308230345407102,2.744085881904529,6.1839323959126515,-0.07774845639708788,1.2441613581906672,1.5877901282933615,6.9343416127084465
1996-08-20,0.2099323045775275,10.687523283409261,10.827103800928132,10.904035234760832,9.214023401289868,0.9528184477979,11.14199542539657,-0.05231167620803098,2.691772116424667,6.173258829937889,-0.08517497399978165,1.2395599560076045,1.5560514972562294,6.920415520314989
1996-08-21,0.20992622433911332,10.89672380072746,11.089369345142115,10.986770156836933,9.229355051386769,0.9819548203034041,11.258147034763839,-0.04909620427916255,2.6426464570346067,6.173289605493499,-0.09053286656751099,1.2357165069974692,1.5214879082485853,6.89214352978524
1996-08-22,0.20992618493038537,11.106647647677642,11.37608417610764,11.073635541292797,9.242936511947322,1.0114331822674072,11.406962947911495,-0.0461813931638209,2.5964648858174937,6.182562515239358,-0.09726753864868486,1.2350608316210572,1.485181029868319,6.8601492625482425
1996-08-23,0.20992614003131904,11.316571315028774,11.69054060460073,11.16786282792809,9.27883581577259,1.0469648668035159,11.552499698634996,-0.04972422158413393,2.546740481063694,6.189107164564567,-0.10341951702342306,1.2326621453581847,1.4499935550385432,6.82013544801859
1996-08-26,0.20992606954568935,11.526493668786038,11.856504836324566,11.274650804338,9.30673776405076,1.0804211063659648,11.644708472008762,-0.04377506185564434,2.5029651649293414,6.189396350059552,-0.10857152024962116,1.2306465891820548,1.416325851899727,6.772795209642776
1996-08-27,0.20992550677700267,11.736388206557848,11.921129254995455,11.385450090551826,9.318240776431438,1.1133456871888867,11.706685803176052,-0.04576473784760727,2.457198796708292,6.172048750034933,-0.11518300311870976,1.2294325658336664,1.3821455084949812,6.720741667627077
1996-08-28,0.2099192558058956,11.941072735677398,12.022088904036766,11.49140653597952,9.330418716372213,1.1444014158706393,11.827196740755427,-0.05169513098661021,2.4054871125242285,6.148007109568929,-0.12352331665156484,1.229696495300362,1.3474120901526752,6.67194909158441
1996-08-29,0.20991290860781034,12.139944246914164,12.057823566889914,11.6072078868104,9.324247014584174,1.176625609351755,11.951862327731376,-0.04773537246047569,2.3577374023595206,6.1183267159088075,-0.13139212278806758,1.2296660151226997,1.3156093897377612,6.6161456818966515
1996-08-30,0.20991195660074405,12.324963842668836,12.070613069322755,11.74239241251258,9.275696794909733,1.2075556446332556,12.087035805490538,-0.04631685116361105,2.3114188085287823,6.084338767055304,-0.14204383148956057,1.2296484859817665,1.2833932460846176,6.555655269017639
1996-09-02,0.20990645867418098,12.534254866267945,12.090548479763276,11.887666377815169,9.213232847403587,1.2429247720680194,12.28779335294778,-0.055952349425761196,2.255457673040407,6.039563593394148,-0.1585057214625867,1.2303055177673667,1.2546385160953424,6.491335790873567
1996-09-03,0.20990636440513682,12.744157418614206,12.139650612876109,12.041262046641254,9.134615240269339,1.2809978402052282,12.480998470765012,-0.055897554321742135,2.1995599946024726,6.000195151497841,-0.17445359589954515,1.2314399532120837,1.2276046505503788,6.427919545203208
1996-09-04,0.20988424280070933,12.953584515310224,12.20652281732647,12.193234524396578,9.076347648758485,1.3197712201882872,12.697360460409413,-0.05744418865050585,2.142093433025246,5.971602828367223,-0.19138376048865174,1.2309035349154476,1.2000542254971098,6.364225945627988
1996-09-05,0.20987455671965258,13.16337831736963,12.382020455916894,12.365959482727806,9.021553173212864,1.3663278739313516,12.863185713086974,-0.05844613979624927,2.0836397797879593,5.934407660433184,-0.20981353729831906,1.2308657703346588,1.173082073484664,6.302627037866584
1996-09-06,0.20985424919851972,13.373152938585145,12.566815602350772,12.558608884174872,8.937935760034339,1.419281581235392,13.023660548320915,-0.06401980319468101,2.019598747079714,5.898565762329747,-0.22891908281688475,1.2305147010303292,1.1373112239421657,6.245698022844937
1996-09-09,0.20984003030637108,13.582957692397551,12.803670774480832,12.728157121068103,8.907799989328891,1.4701468806130287,13.203908224313896,-0.07180402196697667,1.947784707710843,5.849516997663656,-0.2477124610061396,1.2279691315765633,1.1052941661681375,6.197933685038537
1996-09-10,0.20983230387280485,13.792783968904878,13.106687987966245,12.929078846508927,8.912573054889412,1.5286608361177503,13.352337461959452,-0.0724002231795859,1.8753813911041397,5.810037053355619,-0.26336293575022074,1.2266752520519797,1.075586396221954,6.151156759380056
1996-09-11,0.20973197639115518,14.002486819026307,13.535105409710612,13.131593514846971,8.92591875976757,1.5852490303369249,13.526946518417,-0.07636437629956229,1.7990020370036286,5.759359162238225,-0.2828939160448743,1.2255943493404398,1.0439897164200485,6.108683945612966
1996-09-12,0.2096459720818011,14.212117907745386,13.918449089951393,13.345730593559658,8.93519604089748,1.644021971728389,13.69572547256737,-0.06954135072331052,1.7294520944365552,5.6999634069373615,-0.30174046014621314,1.222648233582642,1.007751946050291,6.065572476593756
1996-09-13,0.20871303895046062,14.420799009102693,14.235237796923624,13.546794945811135,8.95355828346104,1.7051918211207207,13.813747330862538,-0.061781440877602796,1.6676476045486022,5.6349017324883235,-0.32129590152576026,1.2175922554371077,0.9757625528433929,6.015998462223821
1996-09-16,0.18877586108661087,14.609566617424331,14.454988461268144,13.759596644299409,8.998754648310692,1.7494323944535872,13.902310815454546,-0.057817871672215394,1.609823024092302,5.552199336310365,-0.34235948969762336,1.2123155460417296,0.9477302719419578,5.980582844013311
1996-09-17,0.16964395066808127,14.779197599516653,14.56520005838546,13.983802407246296,9.053942191704333,1.781333664294718,13.88988540029042,-0.049348059073788884,1.5604636573275121,5.473183957535271,-0.36261579970483215,1.211078993559156,0.9187629318955958,5.946614942383476
1996-09-18,0.15120647859248165,14.930395094691052,14.682640678294264,14.240199778569526,9.112693932779733,1.8069247571855667,13.887674405266036,-0.049524395349032004,1.5109304934309196,5.381101092033505,-0.38651292945722554,1.2102816050693546,0.8884166450731681,5.908283624026881
1996-09-19,0.13739381697652914,15.067786855950807,14.707706282936261,14.490079474066144,9.16548532145719,1.8364083683783825,13.830035861357908,-0.042013239945450774,1.468914940369052,5.29411570737321,-0.40838781292115583,1.2083640650854781,0.8606680322667977,5.874437807328243
1996-09-20,0.1250129860323047,15.192794792092252,14.735740706006657,14.731131095344084,9.22186779156728,1.8602407405145671,13.769874302968052,-0.039125793408267565,1.4297821699866673,5.195296741147325,-0.43115876438826556,1.2080657286984213,0.8334051143884795,5.83801319319223
1996-09-23,0.11190131472483413,15.304692158196872,14.659808963541003,14.944340476552998,9.278505352222075,1.8845829788934838,13.734682786138967,-0.03762848109955357,1.3921471164565151,5.102223984248614,-0.45384200009250414,1.2072917521807662,0.8067755526280124,5.8031747083174166
1996-09-24,0.10139971315078128,15.406082178244642,14.542509036762183,15.098593157867928,9.340389931986671,1.909099912971782,13.67476139529168,-0.03436963418277616,1.357758680761654,5.039617317774861,-0.4733564271786724,1.205869805343512,0.779078223696367,5.770655256208643
1996-09-25,0.09340706086103981,15.49947242327479,14.518791979106872,15.238589782835307,9.401516234270945,1.9347458431896087,13.64917192856845,-0.036401346870518644,1.3213169990979259,4.954423713184078,-0.49551730643431385,1.2029287176911008,0.7513445743619556,5.747748370970368
1996-09-26,0.0929238689643667,15.592380370547795,14.610158063601949,15.359508750639407,9.474097213136233,1.965745631874824,13.633904264824084,-0.046784805171389714,1.274475829202117,4.844080262530183,-0.5204639872272407,1.1987059428352413,0.7235914291842276,5.7330378526708605
1996-09-27,0.09292251833144123,15.685302618007304,14.686530308935657,15.47667948296666,9.541894031349115,2.000734672472592,13.62338715031196,-0.0554039682714748,1.2190705520407057,4.7416162332072265,-0.544310236106625,1.1956314035417923,0.6963062862070362,5.730420207222009
1996-09-30,0.09292206870918145,15.778224540623869,14.669593781943297,15.559442709063866,9.602280794567381,2.027942194395811,13.62181914614995,-0.05123119586925301,1.1678383040263758,4.644312854941873,-0.5647322882844176,1.190451890802279,0.6739461147982639,5.723641160276552
1996-10-01,0.09283022673172593,15.8710280782561,14.74863152498722,15.65847429964145,9.658268521078408,2.060208822880407,13.657205059218635,-0.049895152789789544,1.1154148973109659,4.531927138704301,-0.586689647655891,1.1882402170951873,0.6518232797074093,5.715935941867878
1996-10-02,0.09280748948635915,15.96382643789965,14.795471125987433,15.773033978903268,9.722461195435892,2.085750402675996,13.66755683768744,-0.007811848090426611,1.040053886737822,4.420108821873272,-0.6063585243860836,1.1865408993418198,0.6318917112480616,5.713857148505102
1996-10-03,0.0928065378329792,16.056632433900084,14.841948755860752,15.911679082939434,9.793605239197834,2.1111475395490134,13.693497668392812,0.044479236079678255,0.9550140614885005,4.286049112757314,-0.6258148801639124,1.1844555481609151,0.6130570470764748,5.7089315878056155
1996-10-04,0.09279968862273451,16.1494245691654,14.786705247944424,16.016005935604632,9.86716201605564,2.1288867387332977,13.691787659985314,0.10489447568100786,0.884081498508429,4.186077387658862,-0.6432272168805855,1.1803903512728504,0.5965280628413645,5.699718733552697
1996-10-07,0.09279734750830118,16.2422197468431,14.700618605425335,16.111117873849388,9.960708535321983,2.1359110131115586,13.702769642930967,0.16370771585037175,0.8130000099050276,4.0595055555723505,-0.6609405289531552,1.1763236407761175,0.5793809437557325,5.701283422773663
1996-10-08,0.09279645097688294,16.335015418972507,14.641018882027705,16.224173642949747,10.04296228219022,2.1419400377390976,13.716179336236175,0.2254382372308216,0.7444347313559861,3.9295344781646846,-0.6798357644540879,1.1725894331332207,0.5621440645667337,5.6970022807331455
1996-10-09,0.09279599549736725,16.427811026822923,14.520594931433799,16.342342962495934,10.132728858730918,2.1445574968014163,13.707413289464855,0.2898257906098981,0.6777378081200773,3.796094355406716,-0.700840876314442,1.1680891664176447,0.5459676182589767,5.691488627044655
1996-10-10,0.09279559503562307,16.520606283084565,14.415721682573809,16.40177037117014,10.204401914832241,2.1462735548634133,13.706609202252379,0.35664905964420096,0.6286712604345663,3.720956529247017,-0.7202656105654471,1.167586733325467,0.533187190592096,5.686720242944625
1996-10-11,0.0927951502888551,16.61340099701306,14.32281135356359,16.4292509531719,10.257392985263134,2.1373768592476963,13.692997783556864,0.4033376049090699,0.5862414715409966,3.660473999972941,-0.7356348289870781,1.1697414755278257,0.5203551152828563,5.680186643837527
1996-10-14,0.09279453391102704,16.706194868248673,14.219598871475831,16.46092976643069,10.299296354928396,2.131219229595352,13.647314265961205,0.4436369155743782,0.5502461000889817,3.600630137592487,-0.7468006026618063,1.1691084775011467,0.5078540987668926,5.6750358338081535
1996-10-15,0.09279324810799727,16.79898700493552,14.150054338802297,16.510748103874075,10.348794474333125,2.125139026644755,13.606865979244331,0.48348125698165306,0.5008880851293581,3.4998334371066857,-0.7613323139977047,1.1699884788741757,0.4946913400215009,5.67405668327878
1996-10-16,0.0927923525957145,16.891778149653547,14.097175543321057,16.574336042171357,10.384638038606335,2.1209940734206114,13.540752790426396,0.5384006307372998,0.4536440129968559,3.397604245381409,-0.7770188277333425,1.1677368415103986,0.4815167453233832,5.677812091162981
1996-10-17,0.09278561069983492,16.984555834707376,14.052704010113514,16.650757875281027,10.395701965577294,2.1182092825795285,13.480959647021663,0.5868691420029841,0.4158004458406211,3.3490197761229767,-0.7907756430498869,1.1664231563913592,0.4682099453809406,5.676219326579008
1996-10-18,0.09276615969424108,17.077300183401512,14.07181035870462,16.74464285109693,10.425131846614677,2.112230133200156,13.410642535871094,0.6294070194408863,0.3695061770855201,3.2620689422596394,-0.8073044781584862,1.1651180263963175,0.45172713466522396,5.671579192097697
1996-10-21,0.09276198761609768,17.17005782264405,14.076079448966281,16.804020027832475,10.446928646750857,2.1083951819462117,13.339030251648415,0.6796585939140348,0.33354805008882366,3.1863362985986203,-0.8208646350177249,1.1620325404675682,0.43357699267125394,5.666122127111042
1996-10-22,0.09275564057335692,17.26280697461495,14.1243010465259,16.876999370649315,10.472978626477591,2.1106416947820406,13.268777145534816,0.7311878373580243,0.29142477649773857,3.0823548066663853,-0.8309645837179601,1.158432880730255,0.4137521601364036,5.659196986627164
1996-10-23,0.0927549660308988,17.35556118404175,14.073393135756476,16.937005151379292,10.48840656222742,2.1099935076667267,13.201062990983488,0.7793136331261462,0.25380852324666997,2.9835953893735527,-0.8397105352362076,1.1553979959626264,0.39747019869050265,5.65148237978548
