AsOfDate,Io_Bonds,Europa_Bonds,Callisto_Bonds,Ganymede_Bonds,Io_Stocks,Europa_Stocks,Callisto_Stocks,Ganymede_Stocks,Europa_Io_FX,Callisto_Io_FX,Ganymede_Io_FX,Oil,Copper,Gold
1999-09-06,129.09282679337156,-241.95723195234967,-187.41755664054702,-134.70844695221345,17.580483086859317,-10.267586013081369,-42.69170552234395,247.0358177638139,224.12349527964636,151.43047310041382,125.40942823049292,23.488635514707873,65.16231914569556,-581.2655292225141
1999-09-07,129.36924650356693,-242.04023801347856,-187.5583974177642,133.8104842488371,17.802077752548403,10.269976646188038,-43.1037728588134,245.4336721832121,226.22507526711144,151.6475653830802,125.45489219429824,23.556382022102607,65.61792851022786,-581.7192642863266
1999-09-08,-129.16252963449884,-236.44670366595915,-185.16198444720612,-133.89769868272128,-17.852399327029644,-10.515679549202616,-44.79415649758152,-245.31196391681334,226.0132803270797,151.62585393936223,126.29847581681572,23.24454397783281,65.51714982106468,-578.0124585605952
1999-09-09,-129.0654852377533,-235.97380462636332,-183.3599787021227,133.8728692151176,-18.408373548138574,-10.596386123465216,-44.63962907602816,246.5558249688703,226.03075330193064,149.37911049932848,126.94717688246516,23.40943712840577,65.52067844783431,-577.7915638993189
1999-09-10,-130.36796473197765,-234.25885864586755,-183.78610890972865,-133.9791742535648,-18.575389991286556,-10.622503218685587,-45.12692572235211,-246.4404646538772,224.9633070706641,147.03060935433925,115.95819983806707,23.244780951262936,65.74718461774019,-577.6443701528138
1999-09-13,-129.28520384849068,-233.7943304915008,-183.51517859852083,-134.20307417185734,-18.55284426487748,-10.600685045585578,-44.9726259294399,-249.34796943971887,215.35933582268504,143.58026280831388,114.97045531084815,23.190026166642436,65.7884392644364,-577.3360313995315
1999-09-14,-129.3433008105805,-231.70753887396032,-182.83377024893872,-134.11938151131696,-18.553046330470323,-10.633079437723946,-45.12601763314464,-248.2141391121163,214.63570992964668,142.47232607528153,109.74415289270527,22.88630998996821,65.76838119186368,-582.6280617646361
1999-09-15,-129.0544688579799,-232.09051937557115,-182.85480831020539,133.95917457460638,-18.51757163812504,-10.72433095029957,-45.244295141189546,-245.13599516245685,215.3076729746112,143.05318501286726,110.16653552352012,22.818025323534783,65.40158866474047,-584.3160955525303
1999-09-16,-129.01659503541958,-232.22020510352527,-183.85894489104356,-134.5940178573158,-18.47450432677371,-10.720983941970227,-45.24977201578857,-245.14291325574115,215.34447340508672,142.72883169605834,108.42233172529248,23.133256781101046,64.57186147408169,-584.2545321006021
1999-09-17,-129.43238525716205,-231.4033902910187,-184.91677957170688,134.32479952891686,-18.527670593352543,-10.623360796629354,-45.20908253630014,-239.012591203673,215.60153261855913,142.26264490149157,107.44687898014712,23.01308746261544,65.1512052043124,-586.2963214351311
1999-09-20,-133.83259129546445,-230.94302383961667,-183.5775574676827,134.45160723639776,-18.44835912810645,-10.67285449587896,-45.21598947804897,-239.75833399291955,215.62454289678826,142.26850692826625,105.0659177951266,23.003212145870176,64.32448001835826,-590.7994906568638
1999-09-21,-133.44019638453338,-230.23665726345448,-182.45610985427658,133.597154111088,-18.72928844196195,-10.644730302436841,-45.211538133909336,-237.23525922552054,215.36193158247113,142.21607307837616,105.28462317535663,22.96939451056461,63.98936761045715,-590.8491393914293
1999-09-22,-133.66338416500918,-231.7222553417222,-187.04591284315265,-133.28976646539357,-18.53319064915278,-10.575435396829555,-44.85071737072053,-235.73959635802163,213.5614786369426,145.80373479664306,103.64430352683844,22.972487525739265,63.9536664175667,566.2935620758859
1999-09-23,-133.71072495993567,-231.70550297375172,-186.79583055681644,-132.55001041525455,-18.576744211158942,-10.633434998501924,-45.58400113233233,-227.84680403112174,216.47910049374485,146.51282607596778,103.1471235514282,22.93952778602816,63.59541881177622,559.8239566664142
1999-09-24,-134.67783884812022,-231.98961018561772,-187.71853827027184,-133.57491277863465,-18.168899250029277,-10.598818458418867,-45.373432776809366,-234.80610660713896,217.66765465945693,145.13738905386575,103.14970584981023,22.76905236258426,63.60137403631548,554.8492278335931
1999-09-27,-133.38401845744878,-229.63278704741228,-186.5322969562242,132.72693654666986,-18.213225626286597,-10.426928553346432,-45.327054374628574,-228.47720754706594,218.96062124763344,146.36154931777085,103.22713129491461,22.776810815365447,63.373908351322896,597.1959898933113
1999-09-28,-132.45209445549753,-225.19782584701372,-183.2759469655488,132.94656292963046,-18.19645675216269,-10.50935390544478,-44.43581383834309,-227.94532591399445,219.70356436246425,146.41089331043665,100.62690645784345,22.822214136097376,63.29133573467647,515.5915997127986
1999-09-29,-132.29487336828464,-225.22333485711746,-183.27106684672685,132.99869126466064,-18.250601454897925,-10.336374899241154,-44.202880658340575,-223.362299553275,220.29714464660296,146.38172071542778,100.70786702148865,22.954413136595523,62.35701360282864,205.65796575228663
1999-09-30,-131.07362931937294,-223.9636746658891,-182.9214893746016,132.73769188800068,-18.196326484242988,-10.333177982565461,-44.239546723153595,-224.29471821889874,219.3421540776109,146.2574930854638,100.1689284668023,23.06065166117439,62.565077994080184,182.39284260716167
1999-10-01,-131.842563492571,-221.91786639060038,-181.95625301397538,133.0102669630761,-18.092101638417148,-10.330823824359026,-44.784350498735456,-222.0129844700392,219.1427151024154,146.3567339096351,100.38567819287684,23.24267747798871,62.13488899473522,182.38847000158407
1999-10-04,-138.6615060341208,-220.19880066260254,-184.0812139238228,133.555913583328,-18.770124357555314,-10.399795553992055,-45.83768673523306,221.0970696766544,218.09948048926748,145.6511515794285,99.18336374148986,23.24267747798871,61.93887820992016,182.00952391351166
1999-10-05,-138.15693813498498,-220.2847306297723,-183.11640105408105,132.93112726337486,-18.478677814722868,-10.332661590773082,-46.144195019679685,225.33110064815926,218.20936851681836,145.6121919840208,98.25866489343649,22.687953396530396,61.80803400763984,179.0577947447156
1999-10-06,-136.32717107651993,-220.56243888447435,-183.13538861163784,-132.9383395327027,-18.47677166944893,10.26612318564132,-46.21963425612602,225.32429369597062,218.25687584357928,145.97958307729613,98.20660428527493,23.25290000579817,61.83941819504819,175.99098717739267
1999-10-07,-137.11696565490752,-220.69403512266044,-183.08993394663185,-131.89297276212204,-18.346257771955727,10.242033750178239,-46.36317383828132,226.46395572870284,-217.4027874722694,146.50400460441,98.06933921797864,23.26032416179513,62.71737903428986,176.00941954998152
1999-10-08,-137.14761802365842,-220.72582717786483,-183.6050479384842,131.85260682999538,-18.35677709032369,10.225258900613285,46.36835984023715,226.02720664926153,-217.53720992162286,147.49558638882579,98.06751623012978,22.613141680132053,62.83852699423591,176.01228601777873
1999-10-11,-137.523423826493,-221.36147437405774,-183.65966885219277,-131.62574120838596,-18.240882729051766,10.235642124897982,-46.371248702131304,226.14510256610956,-215.78567571818172,147.98598300616368,98.11212312480353,20.79327601650325,60.37635434374166,176.09202126854217
1999-10-12,-137.66835856149032,-221.36161757608048,-183.9695687919995,131.6750218704778,-18.495681963036667,10.235258501862996,-46.433985261514586,226.49965152194522,-215.83831804585174,148.27798079510023,98.35173543330158,20.879102307114035,60.37683332527441,176.09845047098176
1999-10-13,-137.45186493481867,-219.17869441732705,-182.38939308372318,130.86837138780868,-18.65894927735681,10.394086604545889,-46.47157014714041,227.26076013568928,210.60451075495394,148.1857999905357,97.65606373417432,19.64142061882792,59.74314087054516,176.0939182219278
1999-10-14,-137.29108102770184,-219.2400643323026,-182.53322878811665,130.6994712455667,-18.215073384475588,10.344057371169646,-46.30103358203455,224.49988786005088,-214.46632788099834,148.51169559922178,97.83740085877055,19.31240512922628,59.79572480016189,176.14780469356234
1999-10-15,-138.50542637041534,-217.08691098264512,-180.31289796324768,-130.53052704937843,-18.369893583676166,10.349577162241825,-46.10858950000481,224.61459745530834,-214.6722512677682,147.54205852040653,98.52410209416615,19.148449795811846,-61.80581424475777,176.126862837124
1999-10-18,-136.9657062831034,-216.60459109815687,-179.96508686354312,-130.6025838272013,-17.925753580329626,10.335250030382465,-45.40182321404933,222.95915112633458,212.19901424656774,147.1634593795665,96.5138934930169,19.14561454993058,-61.829078103457206,175.32380285412813
1999-10-19,136.71544908600993,-216.60407867211967,-179.5713933110853,129.8208894991293,-17.89169856470447,10.324505711541772,-45.34920467105525,220.85410929204085,211.395048918808,147.11385246010806,96.49172324999925,19.128298320906172,61.706051607926106,175.20451198191043
1999-10-20,-140.75671415847424,-220.28561479736277,-181.2327555146076,131.9701602394752,-17.86344144927495,10.10970644969838,-44.59013504248434,224.28308729850212,211.97508379206474,148.51175069180147,96.71984111066861,19.22822636479128,61.75371028229993,175.04572124185796
1999-10-21,-140.71343993860398,-220.41051801207237,-181.2994468519285,132.00216462664912,-17.74036951524226,10.116587458332178,-44.72243810946189,222.50934001441965,212.18914888313256,148.21033012660132,95.9367736386064,19.284858911151023,61.06176913524612,175.08523568384024
1999-10-22,-140.75949861081403,-219.22749685198704,-181.00926617717565,132.58717391014272,-17.76221961177202,10.091347807798314,-44.524689676996914,-222.43249123449783,210.9228912035083,145.9023874120805,95.77912783080681,19.265268305307597,61.06040750818129,174.9478364716232
1999-10-25,-140.72975846771004,-219.38823779967245,-181.11388327063685,132.6420478315557,-18.011924114238617,10.092367560941385,-43.96354919348331,222.2119185306071,205.82536787761458,141.34892251933343,95.89756415346832,19.106677315755974,61.04064827517101,174.85181905000815
1999-10-26,-140.70005315236546,-218.84140557481376,-179.83630699766528,132.60486863993572,-17.995350592914058,10.158502903751804,-43.916631711778315,-222.485723460083,207.42454186949772,142.19902181524427,96.37529285929347,19.242186192148154,61.15488953002225,174.8012954973757
1999-10-27,-140.80187738041712,-219.07554273715124,-180.0890184398563,133.18237525385788,-17.96483579071325,10.107552174658037,-43.65741128170704,-222.63332138521963,213.265637373271,141.2353688079383,97.50797666110185,19.24942018176057,60.999569098765306,174.0210389001858
1999-10-28,-139.98036530862632,-215.00256107815278,-180.02714240031935,133.3939183097705,-17.81244656431266,10.121668244134655,-43.569218608202064,-221.14446021008507,-211.4572988022603,140.3901882691098,97.47042806359414,19.261896991022446,61.004512831932054,174.2681791469865
1999-10-29,-139.33702532821914,-218.36152252623705,-171.20471803433517,133.30772765771314,-17.086341792688525,9.993899778391407,-43.194216568902455,-225.4299343978626,-211.38904111836692,140.05026639026968,97.0963432528204,18.481958434440113,60.845902406528005,172.79199178058695
1999-11-01,-138.5094268598681,-214.00300588905256,-167.75837077207734,140.6512779145788,16.91796328444431,10.005841301438757,43.069746217378096,-217.2404322688435,-212.22911230327972,141.38463885608263,96.81096935441809,18.646251995914774,60.890841521323395,172.7154363727991
1999-11-02,-138.56429602605826,-214.48252640622658,-168.6670272072981,142.70780345883713,-16.853914929444432,10.006242432646086,-43.12339230448222,-217.26034594046564,-215.78624994063418,142.685625718614,99.557035524205,18.359454411885192,60.92231070072692,169.72954036712585
1999-11-03,-138.42318388611724,-213.70293073107442,-166.87191758125905,142.98470044616639,-16.847689915283766,10.066594384885484,-43.11552209144363,217.14603241032884,-215.74442316073595,144.68435327431249,99.57089951894747,18.375581245142712,61.3287328213231,169.72986879650432
1999-11-04,-138.50813059921072,-213.40441443449757,-166.7654891928663,142.99255813857596,-17.0501730557194,10.08202335452918,-43.13607928478632,217.3218879422462,-218.34336173728698,144.79235361667233,99.18771938450557,18.53120321341751,61.323755730184196,169.63000055755697
1999-11-05,-142.51872288212493,-212.74098989037634,-164.02637591907515,147.01065407618174,-17.084801665430813,10.027614165459863,-43.05621922284811,217.30591634229862,-214.71752176784778,139.59545456161732,99.681406517421,18.38433715037954,61.33006714274194,169.54273336099985
1999-11-08,142.6531988390272,-212.14940651942,164.20639165561346,146.96227469811302,16.990431547924924,10.025778869733358,-43.05983948476113,217.28406016557523,-214.2825121959978,139.72249536855367,99.43794622026924,18.403420727241322,62.06661463193416,169.52247030305608
1999-11-09,143.28594063083537,-214.72335987540046,166.54638002269118,146.65454116523563,16.995108142274937,10.041385554307547,-43.23432762390204,218.09375573913408,-214.38441759976357,139.92714473796713,100.69816738059325,18.391591704977532,62.14250134257182,169.50440771216014
1999-11-10,143.56296112354084,-214.93795748666304,-167.70302230046428,146.59523309267195,16.995482301812853,10.016314224947436,43.16459164420328,217.96511492118677,-214.52186151792708,139.81598653870375,100.94299317649632,18.127575675055027,62.09885439574786,169.37653185716084
1999-11-11,144.4233839105033,-216.05219177046467,167.80637684383953,148.26271363348982,16.993479260105104,10.050966351829384,43.27397455242961,217.80525897997666,-213.88424733043973,140.5535107047184,100.87083892804394,18.269801791290337,-61.778695876801464,168.4533955369055
1999-11-12,144.75728146964366,220.73850706900734,171.72697054405123,148.37198516640308,17.027720730999388,10.073779348931557,43.179142299776416,217.04141682663786,-215.6432126515599,141.28716979000035,100.87119882604217,18.28161732931831,-61.79152817545238,168.48548812101106
1999-11-15,143.91935459601527,217.9023366904851,171.19999052068016,149.80369170044423,16.85947928440282,10.081197783308255,43.09773023323212,217.61437214520095,-211.74513004773368,139.94501877229604,100.67727921251362,18.180695819511417,-62.644407626562526,168.0957485104201
1999-11-16,144.84918284013088,217.48553914397218,171.15211029861146,149.41064221739978,16.946059021557353,10.06395656328115,43.09472001514824,218.11995165462585,-213.32343557873017,139.83664623084437,100.64633275122335,18.17549892853262,-62.56121492742751,167.92456211642687
1999-11-17,145.0233946633727,216.57040251647723,170.79612253490586,149.54446719663008,16.72388764577669,10.034915972827688,43.196435397033206,218.3140745832214,-213.40971854812116,140.47439504453362,99.9062717423289,18.041133628111574,-62.68990430622938,167.69096013112008
1999-11-18,-147.68277715483885,211.64136502875343,169.77584206073425,149.79679495580257,16.873512227354347,10.019794815001447,43.12646397205659,219.52537467047597,-211.66590988209856,140.1614204402114,99.7426691475065,18.030587132744394,-68.80429083996394,167.68263920460868
1999-11-19,-148.2395498429703,212.90989561676164,170.84515014733196,151.94910209353623,16.866769527066943,10.070230841917054,44.37378768834668,220.94143805592842,-211.65514132441237,-139.4809178397362,99.54806894407805,17.8107553214608,-68.90119798688426,167.7182816966403
1999-11-22,-148.24342822884265,212.69034050378838,171.37004605141067,154.0781311123105,16.93149411198185,10.08778391089971,44.211144894978666,221.07924002442988,-211.61983891894118,139.6986057007275,99.47472648800442,17.60374189784904,-68.9378335213649,167.66323651314718
1999-11-23,-148.09965740612446,212.57922709356376,170.86242121029832,-154.94569988847155,16.931417215219273,10.001707441240827,44.495219959299185,220.95953215688527,-211.61366840579694,139.68799293294904,98.02096921351477,17.2783698575015,-68.89511392477324,167.66237342967713
1999-11-24,-148.39872937446555,214.517727863665,171.98528461068548,-156.71384077693915,16.852706707910336,10.00352417419567,44.119919976105514,221.07149368606275,-211.16436479938227,143.14698554807794,98.11029197512228,17.154737162243116,-68.86605401461928,168.5510900643139
1999-11-25,-148.58672364261207,215.03021648141842,171.4287218342331,-156.97088025815705,16.827404496278632,10.011146710847209,44.1556936358468,221.20869428098598,-208.42310405595256,-139.66088796072117,-98.03261577170049,17.091150614812054,-70.45981390019558,168.5584271721767
1999-11-26,-149.6355658464625,215.11179262224013,170.78758971465933,-156.2233696767832,16.82741572744548,9.785969732065276,43.7689714409018,221.32480960040482,-208.51881419858327,-139.74423314585522,-98.12823050924358,17.092094416544885,-70.53403231954358,168.5905798348987
1999-11-29,-149.52710360880593,-214.22498188551955,170.88295498917768,-155.79530509132468,16.84809180954144,9.796653344703406,43.769707387893185,221.0375055871436,-208.7902326239507,-141.0283692654306,92.8547559723713,17.11039728884605,-70.53700593665069,168.59415348885932
1999-11-30,-150.2553595736286,-218.05865241739133,173.74955866446135,-156.68018740655137,16.849355805855847,9.744694134759682,43.799277166964785,223.9278486840841,-208.0184321616657,-141.98869770654073,92.62538142459036,16.76373443686154,-70.42462830452968,167.54776420277793
1999-12-01,-149.927114751378,216.7151767039775,172.86817569577954,-157.99863121445586,16.728716653338925,9.814866609365309,44.04287199450111,222.38862701622665,-208.01117437665116,-141.44574411215305,92.76105038122128,16.1601659681154,-71.36883532980973,167.54777123404284
1999-12-02,-149.87507095867463,216.38576830713683,172.73533030843234,-159.12153940947817,16.687640388816746,9.814703448197,44.10774201158799,222.9686985879385,-208.37365482520693,-141.83583305870596,92.45897985385834,16.11957157198155,-71.84968968844964,167.4537320601366
1999-12-03,-149.68279789753066,-219.76233929540854,172.90340172321507,-159.2155573207876,16.69814458665693,9.815275835548,44.499773722590575,223.04846398969406,-207.4682070622154,-141.8572089879525,92.48928154543157,15.9232259013206,-73.27019640286751,167.00814106258417
1999-12-06,-148.64041590367856,-219.88973429357938,171.89670844642464,-161.59440256329327,16.503632553156475,9.471183484372157,44.29909160088897,223.14211498796996,-207.4814966341578,-141.94054276264376,92.49769493752899,15.981848845105695,-73.60742085673692,166.7289602094255
1999-12-07,-148.50948408733905,216.94174109262912,171.5779215677433,-161.67390737955958,16.482185406315185,9.466472326534749,44.588866942788435,223.75538484486788,-200.8135968412409,-141.69951951529058,96.18753437312047,15.740099431400278,73.64908604081002,-166.19116024643924
1999-12-08,-147.89670451424504,218.84127125422256,169.54105411339268,-161.4733934605532,16.80516938293407,9.653931798516597,44.9047884818767,223.75304289491208,-203.3380665560931,-143.10278799808245,96.40133147426322,15.92614684319884,-73.42913830702723,-165.65704786430615
1999-12-09,-147.73403124790104,220.99252288261945,170.50766807639604,-161.36855845276315,16.761578832219488,9.699731500770032,44.958777311393504,224.80336443185237,-206.0053926277859,-143.929130615082,96.43824194072286,15.901725415263819,-75.33418512106024,-165.67645572124366
1999-12-10,-150.98579832829267,221.5711040033752,169.5140798394966,-163.13704483598187,16.87859002806929,9.760627124340502,44.83774591743249,230.6366022437217,-205.06331777314435,-144.30227195632028,97.21022174586695,15.878462356666843,-75.49907202345798,-165.4031318463531
1999-12-13,150.4006000737499,219.5055382682821,168.4504467792669,-163.3798666103868,16.86575897232141,9.766656913976389,45.05212990410276,232.14001529354596,-203.21603987009206,-144.62652845314844,97.20850609332919,15.745305862273216,-75.46177128700539,-165.4911122586465
1999-12-14,150.27336325278526,218.76213045458232,168.15698572263867,-163.1965352652036,16.890405484950723,9.883595961494773,45.05319497896901,231.74837895032854,-208.52759785388648,-146.2986091171077,96.65338474747145,15.741860060053073,-75.32422149842125,-165.53129761981327
1999-12-15,-146.20283481309175,216.41334002217332,167.3740680458639,-164.61938791204742,16.868316904437986,9.846638543575931,45.43787556408871,231.82432063559625,-207.4157264396359,-144.2813994743932,96.60247505593074,15.709011209633514,-75.33838040051585,-165.52010532389033
1999-12-16,-145.7813926019233,215.70569896617053,166.9911931510928,-166.20139232040495,16.866252217550667,9.82548148146547,45.292054456962944,232.33379680011697,-207.804767873546,-144.3516853035312,96.59820768381446,15.588065509362876,72.86439995387006,-165.39765983389347
1999-12-17,-145.50493775598252,209.30179662321675,164.58740771917536,-176.4115937665668,16.988527560926418,10.06746552066941,47.01947747333699,-234.28465702083875,-206.615063380352,-148.82051205261152,96.52413195413368,15.576974054511059,73.22162109703551,-165.4797616852047
1999-12-20,-145.69053669383774,209.37460728522237,164.69495670641257,177.27932841069375,17.09816969186461,10.095126661133612,47.5934629914385,235.2712998388762,-204.9549258575534,-148.6237345321246,96.85463178897845,15.623039865722065,73.8926184854809,-165.46948424342983
1999-12-21,-144.6991432349987,-209.95438307468814,164.86657271573745,178.46202287182976,17.078286196009977,10.097203491370507,47.843012642460955,-235.5046388480493,-204.75251897363577,-149.0138980156589,96.55016519993175,15.592947161499136,73.88089190869833,-165.5061489251857
1999-12-22,-144.68924859401807,209.64698927869182,165.1185441863707,179.3789831605369,16.98335076469419,10.085172457953712,47.96747738410838,-235.84173994430301,-204.54441118300173,-148.53664955303256,97.05469016270978,15.598512485476302,73.58357772282443,-165.542837990197
1999-12-23,-144.67714558328203,209.64301633586575,164.10265541551337,179.34618482055933,17.11703084069159,10.023557681633093,47.984049856534305,235.35296269668558,-206.31379559865064,-148.27608964632486,97.32736165551034,15.431831934150924,72.58488753150725,-165.45348200451733
1999-12-27,-145.29778894184972,211.12427018798311,164.37257295334118,182.46380965754608,16.999653349538658,9.35877905714833,48.87153816860003,238.91997062924673,-205.68597842064284,-148.64911732596394,97.3151837440541,15.396087893518002,73.22770202524198,-165.4322235717122
1999-12-28,-150.4254821877717,212.08621696237142,167.04516386791138,182.501507524846,17.089447063635795,9.340534100721422,48.902411494152496,238.7167171160084,-205.6022988275597,-148.5960419912422,97.19884947181275,15.345986859124206,73.24774020459483,-165.3336575244572
1999-12-29,-152.38892184760888,211.12895949771672,167.8957163517664,182.5315119171043,17.09378855259931,9.39245156930675,48.91186710416585,238.7450132359324,-205.1063703522738,-148.80535808804302,97.28929654565455,15.324224262194546,73.24780661412302,-165.2608121506062
1999-12-30,-152.23736818448901,211.12544234966762,167.89413570052412,186.35357090784424,17.15822625634334,9.468907825435277,49.99577512406037,238.67282050006273,-205.09787230440404,-149.70579433004866,97.32260311729252,15.286393081363194,73.5059813032715,-165.2565482088114
2000-01-03,-152.6107242600269,210.5924303302856,167.22792782302633,186.74539283793624,17.23622677204982,9.379366713448823,49.75245243505443,238.574454502808,-205.60245351029613,-149.91984199605304,97.36364594561711,15.08189598614854,73.83800186758528,-165.40876638119957
2000-01-04,-142.90453865440938,-209.23890280007166,167.69164255164443,187.47591666575497,17.173953153962422,9.089477663766536,50.60028361932091,240.5502686461147,-198.06832425489537,-144.0870044118609,96.62144291024478,15.082813808834324,74.00571808754326,-165.4095951272054
2000-01-05,-144.00212678897162,-209.09969754660062,-160.60046343818803,184.81161965358174,16.4577891588481,8.93127278714449,47.548309359850464,239.99585054260834,-200.12943370163316,-144.5507078590878,94.45212564711089,15.092318915980949,73.34132904672113,-164.0216156157846
2000-01-06,-141.07577974367527,-209.2398857193835,-159.605874725364,189.41815640760146,16.470177728961126,8.882221174760128,46.69228094653734,234.2482123104011,-200.0553037637834,-144.50594729338545,-94.13045265465392,14.998742647165551,73.1527086065083,-164.0728554244532
2000-01-07,-142.10611917713027,-209.31748627768573,-159.68095766558815,189.25134964821132,16.454939386671747,8.875832824112033,46.607408197203696,227.96567686893357,-200.63011915933126,-144.25864860766112,-93.58559799237857,15.033655690488438,73.20084863765348,-164.1621007862873
2000-01-10,-141.34939487822678,-206.0046995702807,-160.04757186081173,188.44489871775653,15.56639834456819,8.209851898903041,46.5547636586183,226.52863839908738,-200.6097793751817,-143.18617010343624,-95.46028342459815,14.956031767405175,75.19046253274311,-164.23346632488048
2000-01-11,-141.22807323489172,-205.88796067384885,-160.47424523405175,191.74882915000723,15.523930848941557,8.092878485789965,46.32226193086653,226.57841258821273,-202.72062944458477,-146.3364306517025,-95.58287250662144,14.908387869679494,75.01274674040769,-164.25481164928536
2000-01-12,-137.64045025121783,-201.8280006070318,-159.3918983990125,191.94478558154475,15.447850078973504,8.113339723013317,46.08084893435404,217.42126947332588,-202.0323331089397,144.97264315231806,-95.21488419953069,14.627006881131349,75.14362815088464,-164.20689686983297
2000-01-13,-137.51779843692768,-201.76988751689228,-159.46175231583126,192.1773617905794,15.592028963976851,8.124880761836675,46.922931398170064,217.05379276770867,-208.50957832443387,146.77336328190935,-95.22549668903524,14.560858280919886,73.59511578181106,-164.4714712093529
2000-01-14,-136.3369927421536,-201.4710073411786,-158.98220641604314,-193.2194257678259,15.526062445649133,8.116709472329763,46.91925810453844,216.64663521446218,-207.9845272764573,147.4286814511729,-95.39019944755678,14.535783492673039,74.1318884455073,-164.48791313883356
2000-01-17,-137.5704195326746,-202.90185440048663,-160.43697082596233,193.25751622095163,15.485406354850173,7.874176094703372,46.2616246218139,218.17631408096383,-207.8002807728945,-146.72832949524334,-95.34830070255136,14.306054177795595,74.04873675252176,-164.4928061730833
2000-01-18,-137.73410081701698,-203.67729574945173,-160.9919585235163,195.02263061142628,15.553562614962495,7.8346945833840875,46.26943042966051,214.3267393396312,-207.93691212463486,146.83930531238755,-95.47629794861015,14.34216047225503,74.09091819851903,-164.52215576499017
2000-01-19,-137.99384085671701,-202.04174255671097,-158.82576984851528,194.25562532375704,15.616929853923358,7.649771564782334,44.79601101146205,213.9570628142718,-207.84889994466735,146.81515193826408,-95.47572534322408,14.267439666598007,74.17628348809382,-164.23301426407969
2000-01-20,-140.17718348175077,-203.79989023619325,-157.77274879048426,195.6215865065383,15.813659449081172,7.652501926710813,-44.708993488235365,214.48684439885824,-207.84797666578575,146.1325166412989,-95.81653150434143,14.375009985454868,73.50633119634668,-164.22342528221918
2000-01-21,-139.7742864347756,-203.91646299513877,-157.73086867171875,200.79926323686922,15.752983099004384,7.731938319791984,-45.2602534537376,216.46565558797283,-210.72605206780528,148.29983595647658,-96.46150626863039,14.368367038603434,76.29348437332857,-164.30278950441306
2000-01-24,-139.73484956732887,-203.7918146184562,-157.76222166696803,200.34541402101394,15.812959114533811,7.665843588499461,-45.41663108305535,215.65114313133915,-209.58607156886868,148.0323872114384,-96.44973491840913,14.357160921469413,76.89240631379609,-164.37425369723314
2000-01-25,-138.09634773854845,-206.78558382547504,-160.11770467192017,196.19538276192006,15.418642224087405,7.734942730384413,-45.76810278756505,214.51294851365685,-210.5673472628281,148.02481109323634,-96.03847396576177,14.361816445032515,75.06158137465555,-164.35531752717696
2000-01-26,-140.60148887978906,-207.17243755494053,-160.29067855262036,197.10027408127254,-15.922633450216132,7.770488812993435,-46.220006374616155,214.2289726095358,-211.64551036938866,147.6741250524306,-96.41999986658838,14.359124830637139,74.48876206167266,-164.36998020031297
2000-01-27,-140.51636104080347,-207.11607215323738,-160.2843594077886,200.86721227335659,-15.91764879511042,7.65858658662682,-45.63744404372618,214.7385724266372,-211.63941807262148,147.13099735538927,-96.40544820251185,14.313993991823523,74.48151188339446,-164.30510529024593
2000-01-28,-140.9893298419566,-208.16091248488817,-160.20023160257546,201.86431331743512,-15.946073461646955,7.53595751687581,-45.864868636432526,214.80869009780793,-207.62604509466354,147.15084103979476,-96.46560256073859,14.314126927075055,75.63216599796664,-164.3939286287285
2000-01-31,-140.61647154649575,-208.07397593680918,-161.38561480695952,201.1048837282049,-15.472396086069619,7.518209779939156,-45.899471372103775,214.29344012516665,-204.85359881944896,-145.6459718535849,-93.97121872344249,14.31522661394057,75.38538815088498,-164.25578645336194
2000-02-01,-140.95013144947987,-208.32766564925143,-160.65337492768077,197.6455971481923,-15.201682190878687,7.272311777398491,-45.50265180165834,214.6842015020997,-204.31729217082284,148.48058372347327,-99.46939075943732,14.339852051491901,75.14634112338554,-164.2711715125738
2000-02-02,-141.90701546537343,-207.0195913711452,-156.64314493294071,197.8664431502646,-15.164815937124962,7.086026690986353,-45.66450830406799,214.73480559032294,-212.19756341537087,-152.29780141297178,-99.97868360373597,14.266909635188965,75.17348365462874,-164.2782815285126
2000-02-03,-141.85067729226128,-208.7673555287579,-157.3187946789739,193.08472946175883,-15.17822667301498,7.033001960981156,-45.65753418424416,214.60674755349578,-212.9044081904371,-152.85145755187534,-103.76019774044511,14.250079255003653,73.85312887493653,-164.19981983885145
2000-02-04,-139.82103540115952,-208.55246923341548,-156.54975667502296,195.75292371238083,-15.094287113290076,6.9128748844414005,-45.75688736812553,215.96209871192974,-209.20750325687803,-150.96018226667616,-103.8443213328908,14.217352380851063,74.3754461150426,-164.15290324651446
2000-02-07,-139.2693429876937,-207.31936777088788,-154.28783699242624,194.97920726666982,-15.204116649641742,6.883535806517072,-44.67209105265658,215.96209868034632,-208.31541211018742,-151.18569484314125,-105.90889633634875,14.076866064315555,75.68201129814516,-161.31642569891903
2000-02-08,-136.31913434827294,-208.77693393804455,-154.39869725536641,194.858602707562,-15.201569112209107,6.827206302005136,-45.05405371934917,220.24575709742493,-208.18536581681437,-151.49174617532663,-105.13720014420683,14.069471836189384,75.78835492968544,160.75880981499063
2000-02-09,-135.84494088412808,-208.7842210829788,-155.54816301314156,191.72326392368979,15.209730182314066,6.604287927267698,-43.81996686213106,220.63298405645872,-207.49563823473432,148.85257695371027,-107.35779704294777,14.03080330791531,77.0470860113851,-160.13956369769605
